Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20250412T125513_20250412T125543_058724_0745FF_A4A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250412T125513_20250412T125543_058724_0745FF_A4A5.zip,S1A_IW_SLC__1SDV_20250506T125514_20250506T125543_059074_075420_DE01,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250506T125514_20250506T125543_059074_075420_DE01.zip,56,24
S1A_IW_SLC__1SDV_20250412T125513_20250412T125543_058724_0745FF_A4A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250412T125513_20250412T125543_058724_0745FF_A4A5.zip,S1A_IW_SLC__1SDV_20250518T125513_20250518T125543_059249_075A3B_6366,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250518T125513_20250518T125543_059249_075A3B_6366.zip,24,36
S1A_IW_SLC__1SDV_20250424T125514_20250424T125543_058899_074D29_629F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250424T125514_20250424T125543_058899_074D29_629F.zip,S1A_IW_SLC__1SDV_20250506T125514_20250506T125543_059074_075420_DE01,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250506T125514_20250506T125543_059074_075420_DE01.zip,32,12
S1A_IW_SLC__1SDV_20250424T125514_20250424T125543_058899_074D29_629F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250424T125514_20250424T125543_058899_074D29_629F.zip,S1A_IW_SLC__1SDV_20250518T125513_20250518T125543_059249_075A3B_6366,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250518T125513_20250518T125543_059249_075A3B_6366.zip,64,24
S1A_IW_SLC__1SDV_20250424T125514_20250424T125543_058899_074D29_629F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250424T125514_20250424T125543_058899_074D29_629F.zip,S1A_IW_SLC__1SDV_20250530T125513_20250530T125543_059424_076051_FD27,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250530T125513_20250530T125543_059424_076051_FD27.zip,120,36
S1A_IW_SLC__1SDV_20250506T125514_20250506T125543_059074_075420_DE01,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250506T125514_20250506T125543_059074_075420_DE01.zip,S1A_IW_SLC__1SDV_20250518T125513_20250518T125543_059249_075A3B_6366,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250518T125513_20250518T125543_059249_075A3B_6366.zip,32,12
S1A_IW_SLC__1SDV_20250506T125514_20250506T125543_059074_075420_DE01,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250506T125514_20250506T125543_059074_075420_DE01.zip,S1A_IW_SLC__1SDV_20250530T125513_20250530T125543_059424_076051_FD27,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250530T125513_20250530T125543_059424_076051_FD27.zip,88,24
S1A_IW_SLC__1SDV_20250506T125514_20250506T125543_059074_075420_DE01,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250506T125514_20250506T125543_059074_075420_DE01.zip,S1A_IW_SLC__1SDV_20250611T125512_20250611T125542_059599_076647_69BA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250611T125512_20250611T125542_059599_076647_69BA.zip,127,36
S1A_IW_SLC__1SDV_20250518T125513_20250518T125543_059249_075A3B_6366,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250518T125513_20250518T125543_059249_075A3B_6366.zip,S1A_IW_SLC__1SDV_20250530T125513_20250530T125543_059424_076051_FD27,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250530T125513_20250530T125543_059424_076051_FD27.zip,56,12
S1A_IW_SLC__1SDV_20250518T125513_20250518T125543_059249_075A3B_6366,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250518T125513_20250518T125543_059249_075A3B_6366.zip,S1A_IW_SLC__1SDV_20250611T125512_20250611T125542_059599_076647_69BA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250611T125512_20250611T125542_059599_076647_69BA.zip,95,24
S1A_IW_SLC__1SDV_20250518T125513_20250518T125543_059249_075A3B_6366,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250518T125513_20250518T125543_059249_075A3B_6366.zip,S1A_IW_SLC__1SDV_20250623T125512_20250623T125541_059774_076C55_4FB8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250623T125512_20250623T125541_059774_076C55_4FB8.zip,60,36
S1A_IW_SLC__1SDV_20250530T125513_20250530T125543_059424_076051_FD27,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250530T125513_20250530T125543_059424_076051_FD27.zip,S1A_IW_SLC__1SDV_20250611T125512_20250611T125542_059599_076647_69BA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250611T125512_20250611T125542_059599_076647_69BA.zip,39,12
S1A_IW_SLC__1SDV_20250530T125513_20250530T125543_059424_076051_FD27,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250530T125513_20250530T125543_059424_076051_FD27.zip,S1A_IW_SLC__1SDV_20250623T125512_20250623T125541_059774_076C55_4FB8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250623T125512_20250623T125541_059774_076C55_4FB8.zip,4,24
S1A_IW_SLC__1SDV_20250530T125513_20250530T125543_059424_076051_FD27,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250530T125513_20250530T125543_059424_076051_FD27.zip,S1A_IW_SLC__1SDV_20250705T125511_20250705T125541_059949_07726A_D4EB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250705T125511_20250705T125541_059949_07726A_D4EB.zip,1,36
S1A_IW_SLC__1SDV_20250611T125512_20250611T125542_059599_076647_69BA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250611T125512_20250611T125542_059599_076647_69BA.zip,S1A_IW_SLC__1SDV_20250623T125512_20250623T125541_059774_076C55_4FB8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250623T125512_20250623T125541_059774_076C55_4FB8.zip,35,12
S1A_IW_SLC__1SDV_20250611T125512_20250611T125542_059599_076647_69BA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250611T125512_20250611T125542_059599_076647_69BA.zip,S1A_IW_SLC__1SDV_20250705T125511_20250705T125541_059949_07726A_D4EB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250705T125511_20250705T125541_059949_07726A_D4EB.zip,40,24
S1A_IW_SLC__1SDV_20250611T125512_20250611T125542_059599_076647_69BA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250611T125512_20250611T125542_059599_076647_69BA.zip,S1A_IW_SLC__1SDV_20250717T125510_20250717T125540_060124_07786D_DF08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250717T125510_20250717T125540_060124_07786D_DF08.zip,82,36
S1A_IW_SLC__1SDV_20250623T125512_20250623T125541_059774_076C55_4FB8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250623T125512_20250623T125541_059774_076C55_4FB8.zip,S1A_IW_SLC__1SDV_20250705T125511_20250705T125541_059949_07726A_D4EB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250705T125511_20250705T125541_059949_07726A_D4EB.zip,5,12
S1A_IW_SLC__1SDV_20250623T125512_20250623T125541_059774_076C55_4FB8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250623T125512_20250623T125541_059774_076C55_4FB8.zip,S1A_IW_SLC__1SDV_20250717T125510_20250717T125540_060124_07786D_DF08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250717T125510_20250717T125540_060124_07786D_DF08.zip,47,24
S1A_IW_SLC__1SDV_20250623T125512_20250623T125541_059774_076C55_4FB8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250623T125512_20250623T125541_059774_076C55_4FB8.zip,S1A_IW_SLC__1SDV_20250729T125510_20250729T125540_060299_077E6E_48BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250729T125510_20250729T125540_060299_077E6E_48BF.zip,56,36
S1A_IW_SLC__1SDV_20250705T125511_20250705T125541_059949_07726A_D4EB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250705T125511_20250705T125541_059949_07726A_D4EB.zip,S1A_IW_SLC__1SDV_20250717T125510_20250717T125540_060124_07786D_DF08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250717T125510_20250717T125540_060124_07786D_DF08.zip,42,12
S1A_IW_SLC__1SDV_20250705T125511_20250705T125541_059949_07726A_D4EB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250705T125511_20250705T125541_059949_07726A_D4EB.zip,S1A_IW_SLC__1SDV_20250729T125510_20250729T125540_060299_077E6E_48BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250729T125510_20250729T125540_060299_077E6E_48BF.zip,51,24
S1A_IW_SLC__1SDV_20250705T125511_20250705T125541_059949_07726A_D4EB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250705T125511_20250705T125541_059949_07726A_D4EB.zip,S1A_IW_SLC__1SDV_20250810T125510_20250810T125540_060474_0784D2_EB06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250810T125510_20250810T125540_060474_0784D2_EB06.zip,70,36
S1A_IW_SLC__1SDV_20250717T125510_20250717T125540_060124_07786D_DF08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250717T125510_20250717T125540_060124_07786D_DF08.zip,S1A_IW_SLC__1SDV_20250729T125510_20250729T125540_060299_077E6E_48BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250729T125510_20250729T125540_060299_077E6E_48BF.zip,9,12
S1A_IW_SLC__1SDV_20250717T125510_20250717T125540_060124_07786D_DF08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250717T125510_20250717T125540_060124_07786D_DF08.zip,S1A_IW_SLC__1SDV_20250810T125510_20250810T125540_060474_0784D2_EB06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250810T125510_20250810T125540_060474_0784D2_EB06.zip,28,24
S1A_IW_SLC__1SDV_20250717T125510_20250717T125540_060124_07786D_DF08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250717T125510_20250717T125540_060124_07786D_DF08.zip,S1A_IW_SLC__1SDV_20250822T125510_20250822T125540_060649_078BB6_6D36,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250822T125510_20250822T125540_060649_078BB6_6D36.zip,59,36
S1A_IW_SLC__1SDV_20250729T125510_20250729T125540_060299_077E6E_48BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250729T125510_20250729T125540_060299_077E6E_48BF.zip,S1A_IW_SLC__1SDV_20250810T125510_20250810T125540_060474_0784D2_EB06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250810T125510_20250810T125540_060474_0784D2_EB06.zip,19,12
S1A_IW_SLC__1SDV_20250729T125510_20250729T125540_060299_077E6E_48BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250729T125510_20250729T125540_060299_077E6E_48BF.zip,S1A_IW_SLC__1SDV_20250822T125510_20250822T125540_060649_078BB6_6D36,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250822T125510_20250822T125540_060649_078BB6_6D36.zip,50,24
S1A_IW_SLC__1SDV_20250729T125510_20250729T125540_060299_077E6E_48BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250729T125510_20250729T125540_060299_077E6E_48BF.zip,S1A_IW_SLC__1SDV_20250903T125510_20250903T125540_060824_07929E_EAFA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250903T125510_20250903T125540_060824_07929E_EAFA.zip,98,36
S1A_IW_SLC__1SDV_20250810T125510_20250810T125540_060474_0784D2_EB06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250810T125510_20250810T125540_060474_0784D2_EB06.zip,S1A_IW_SLC__1SDV_20250822T125510_20250822T125540_060649_078BB6_6D36,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250822T125510_20250822T125540_060649_078BB6_6D36.zip,31,12
S1A_IW_SLC__1SDV_20250810T125510_20250810T125540_060474_0784D2_EB06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250810T125510_20250810T125540_060474_0784D2_EB06.zip,S1A_IW_SLC__1SDV_20250903T125510_20250903T125540_060824_07929E_EAFA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250903T125510_20250903T125540_060824_07929E_EAFA.zip,79,24
S1A_IW_SLC__1SDV_20250810T125510_20250810T125540_060474_0784D2_EB06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250810T125510_20250810T125540_060474_0784D2_EB06.zip,S1A_IW_SLC__1SDV_20250915T125510_20250915T125540_060999_0799A3_74F8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250915T125510_20250915T125540_060999_0799A3_74F8.zip,177,36
S1A_IW_SLC__1SDV_20250822T125510_20250822T125540_060649_078BB6_6D36,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250822T125510_20250822T125540_060649_078BB6_6D36.zip,S1A_IW_SLC__1SDV_20250903T125510_20250903T125540_060824_07929E_EAFA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250903T125510_20250903T125540_060824_07929E_EAFA.zip,48,12
S1A_IW_SLC__1SDV_20250822T125510_20250822T125540_060649_078BB6_6D36,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250822T125510_20250822T125540_060649_078BB6_6D36.zip,S1A_IW_SLC__1SDV_20250915T125510_20250915T125540_060999_0799A3_74F8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250915T125510_20250915T125540_060999_0799A3_74F8.zip,146,24
S1A_IW_SLC__1SDV_20250822T125510_20250822T125540_060649_078BB6_6D36,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250822T125510_20250822T125540_060649_078BB6_6D36.zip,S1A_IW_SLC__1SDV_20250927T125510_20250927T125540_061174_07A0A8_01C8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250927T125510_20250927T125540_061174_07A0A8_01C8.zip,54,36
S1A_IW_SLC__1SDV_20250903T125510_20250903T125540_060824_07929E_EAFA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250903T125510_20250903T125540_060824_07929E_EAFA.zip,S1A_IW_SLC__1SDV_20250915T125510_20250915T125540_060999_0799A3_74F8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250915T125510_20250915T125540_060999_0799A3_74F8.zip,98,12
S1A_IW_SLC__1SDV_20250903T125510_20250903T125540_060824_07929E_EAFA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250903T125510_20250903T125540_060824_07929E_EAFA.zip,S1A_IW_SLC__1SDV_20250927T125510_20250927T125540_061174_07A0A8_01C8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250927T125510_20250927T125540_061174_07A0A8_01C8.zip,6,24
S1A_IW_SLC__1SDV_20250915T125510_20250915T125540_060999_0799A3_74F8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250915T125510_20250915T125540_060999_0799A3_74F8.zip,S1A_IW_SLC__1SDV_20250927T125510_20250927T125540_061174_07A0A8_01C8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250927T125510_20250927T125540_061174_07A0A8_01C8.zip,92,12
